_id,Alternate Title
o_altTitles/7365be45-94ca-4269-b004-b2f6f730def2,Meat Clerk
o_altTitles/459fed63-9d52-4fd3-8496-179cd8a1f0ab,Mess Attendant
o_altTitles/3939592c-49c6-4b25-99c0-3c08ffebbbb6,Nutrition Helper
o_altTitles/9897dec4-a018-4f79-af6e-391fb2089d12,Pantry Cook
o_altTitles/ea50fcec-ae11-4d2e-9c4a-5b2bafa31319,Pantry Goods Maker
o_altTitles/7ed3f9a0-bdb0-4aab-b634-fdf583593b73,Pantry Goods Worker
o_altTitles/a1abb5ad-c862-405b-9938-e3a75fcc5d19,Pantry Worker
o_altTitles/e6b5b866-b2ab-41bf-b401-dc20764aa065,Parer
o_altTitles/48636248-fe66-4955-9ac9-e0de3fa2d7d1,Pastry Cook Helper
o_altTitles/38708b45-eecd-4050-9487-1073272d18e0,Peeler
o_altTitles/63f4d286-6b36-4a7a-b88f-25795e9699c7,Pie Cutter
o_altTitles/5ca3e405-394c-45ad-a564-99c2e47f544c,Prepared Foods Team Member
o_altTitles/950a93f3-b5e5-42f2-b03d-d021dd91223a,Produce Production Team Member
o_altTitles/26b7ee12-264e-418d-875c-d9578d6249b1,Raw Shellfish Preparer
o_altTitles/4e156f3f-1e2c-4cb8-81d6-dfe53db00fd6,Salad Bar Clerk
o_altTitles/c1800d91-d748-43f7-92be-41acb82132dd,Sandwich Maker
o_altTitles/8c4589e0-72b3-457c-92bd-189ca8c8e93e,Seafood Preparer
o_altTitles/e571a423-3040-45f1-a2ab-dcc1e973f61a,Service Team Crew
o_altTitles/dedfd16b-82ce-4d13-a4d9-2417f454177d,Service Team Member
o_altTitles/cf77e810-2b83-4602-84bd-14760cd9e75b,Slicer
o_altTitles/6e628b81-79e3-4ab5-a98f-6cc4701684d1,Banquet Bartender
o_altTitles/35cda99c-6253-49e3-8796-7b4b331fed41,Bar Attendant
o_altTitles/f75d88a0-752c-43a2-82e9-fc2a2eba7a4d,Bar Captain
o_altTitles/14abc90b-8cbb-4801-8710-54b382c22bd3,Bar Supervisor
o_altTitles/ad4a499b-c044-441d-a59b-3b70ababccd5,Bar Tender
o_altTitles/4dd507c3-a0c0-4b9e-b737-30f3b4ea271c,Barkeep
o_altTitles/78eb8fab-394c-42c6-996c-279d934cae14,Barkeeper
o_altTitles/515ebc1d-a73d-4159-9363-222a8090c268,Barmaid
o_altTitles/3be304a0-8c22-4119-95e9-a609fc871172,Barman
o_altTitles/38d847e8-1e6a-4722-87ca-7fb44667161f,Bartender
o_altTitles/5a2f12ce-77d0-4d09-94a8-d712e194f92d,Drink Mixer
o_altTitles/e0260312-4b52-4d5b-8d5d-5a648338094d,Mixologist
o_altTitles/dfcc1684-1ed0-450a-80e3-60e7dd5095de,Taproom Attendant
o_altTitles/09425fcf-5bbc-4185-80fd-4272c22ece71,Bakery Associate
o_altTitles/e1a3af76-ebe8-4593-9142-f1c02c67b7ae,Cafe Worker
o_altTitles/960451be-9390-424a-a8b1-d74f2269ff3a,Car Hop
o_altTitles/385c2e80-cbfb-4b54-954b-c21f17a49e1b,Caterer's Aide
o_altTitles/b03fc623-feb7-4d62-9352-9984d1e1153f,Caterers Helper
o_altTitles/12a7c904-7990-4206-90dd-9f7b29c66de9,Catering Attendant
o_altTitles/3ff84228-3493-4464-ab19-cefeaecae161,Deli Associate
o_altTitles/7165954d-a771-428b-a1a7-127553e928cd,Deli Team Member
o_altTitles/bb9683fc-467f-4644-b614-049bc258ad83,Deli Worker (Delicatessen Worker)
o_altTitles/01d16484-832e-446c-b198-c6f204e9ba7d,Fast Food Cashier
o_altTitles/c55de679-aced-4516-91c0-367058bea621,Fast Food Server
o_altTitles/229a1979-a0de-4fba-b741-4b667c8d6e24,Fast Food Team Member
o_altTitles/30353ccf-df1a-45a9-94fc-a9642eb20659,Fast Food Worker
o_altTitles/2d7f981e-6693-4d72-b520-edb346c85b00,Food Service Assistant
o_altTitles/1c8a65ca-d294-4d50-8139-b28713dd436b,Food Service Team Member
o_altTitles/f37bbd6b-242c-446f-9fab-ef466e24b58c,Food Team Member
o_altTitles/cf0118f9-5d02-4edc-83bc-750c7b6cf378,Kitchen Food Server
o_altTitles/8b74a023-a221-4c01-ba4e-299f790b4404,Oyster Preparer
o_altTitles/f7d2df9b-aa40-4e27-a64f-8e1ae3310f70,Restaurant Crew
o_altTitles/c49e5c3f-0136-4584-b419-9be2e0926845,Restaurant Crew Member
o_altTitles/656cc603-a121-4086-9641-308065ef4d26,Restaurant Team Member
o_altTitles/6f6f575a-8745-4f4c-9ba1-dcd22b98c6c3,Salad Counter Attendant
o_altTitles/e959743b-94d5-49f0-a223-fa42bd9fa36b,Server
o_altTitles/b47d4d7f-a364-4f95-9f92-23f09172fd3e,Bistro Team Member
o_altTitles/2fb293ae-1feb-4925-835a-4b78f38e791d,Cafe Server
o_altTitles/f11219d8-c92c-42c8-9008-93fbfcc4e4f9,Cafeteria Food Server
o_altTitles/2d0ac50d-0f5b-44e0-afac-6a333d079cf4,Cafeteria Lunchroom Counter Attendant
o_altTitles/ac11a6f0-2ccf-4b07-b200-db3d17cacd6c,Cafeteria Server
o_altTitles/04848d75-dfc9-48e2-8bad-9c33e6bee91c,Cafeteria Worker
o_altTitles/b6f21ea1-6f8e-4e8f-9f03-5cbb73450454,Candy Attendant
o_altTitles/98d72392-a721-4d03-8435-81f00ebce3e8,Candy Bar Attendant
o_altTitles/147ccd50-a0b8-4bbd-a395-786e1e9ec5df,Candy Counter Clerk
o_altTitles/5c99c516-519f-4c22-b98f-71e864240e9d,Canteen Operator
o_altTitles/910e9277-a717-4318-8fbe-bf4df73bf1e3,Coffee Attendant
o_altTitles/abc5171a-8286-4ece-b730-f37f0b4d989f,Coffee Shop Attendant
o_altTitles/904bdcad-4927-49bc-97fc-41f6d30b706d,Concession Attendant
o_altTitles/eb82bf1f-01fb-491a-99c9-e8b23ead0c67,Concession Stand Attendant
o_altTitles/85662859-e99d-49d7-9807-76cc5147cb92,Counter Attendant
o_altTitles/fb8d33f3-3a2f-40b0-89a2-b2132030abf4,Counter Clerk
o_altTitles/8d557db7-9eb6-4784-9c46-ccfa1b97cb41,Counter Helper
o_altTitles/0a7f153a-a2c4-448b-a849-27210f5cfeaa,Counter Hop
o_altTitles/90005ccc-f8cc-4a74-bf4c-6a7280415f25,Counter Person
o_altTitles/d55265e4-368a-4a9a-932b-a4a1a5dbd427,Counter Waiter
o_altTitles/c942ceac-0e82-47b8-bebb-9bc88c9f1b2c,Counter Waitress/Waiter
o_altTitles/a2df846a-ba6f-4fa5-b1ed-a4940b29821e,Dish Up Person
o_altTitles/c3445884-9c84-4347-a071-93748ceff3eb,Food Counter Worker
o_altTitles/e5a28516-9688-4b08-88ec-d0a0399dd397,Food Service Counter Clerk
o_altTitles/2410b69b-372d-4c1a-ba01-5478599bbf90,Food Service Order Clerk
o_altTitles/6971aeaf-580c-49fb-83b6-12d1213f8b63,Fountain Attendant
o_altTitles/c5e2da0b-5446-4985-bb8a-d74c7e27807f,Fountain Clerk
o_altTitles/20e4320f-4207-47be-8f22-779f8be339d8,Fountain Dispenser
o_altTitles/82a15696-2bea-4513-91da-000cf2f71c6a,Fountain Helper
o_altTitles/ad7e97e8-3149-4721-9f0b-ac1ea975982f,Fountain Jerk
o_altTitles/33ac85f2-53e1-4f10-bfc3-864218b87190,Fountain Operator
o_altTitles/d0746ce2-0181-49a4-adf5-58ab626b7840,Fountain Server
o_altTitles/ff7dd886-ee51-4122-8caa-09985bada994,Fountain Waitress/Waiter
o_altTitles/2eb56ff1-cbad-486f-853a-6702447700ba,Front Counter Attendant
o_altTitles/2ec3e0da-19e9-4ea8-a7a1-1e1a13f77833,Hot Dog Vendor
o_altTitles/f3a0152e-a465-42b5-9140-37894abe6a2c,Ice Cream Dipper
o_altTitles/cbd7f87e-1d41-4bec-a1ac-7cd0d8675073,Ice Cream Man
o_altTitles/e8a21bda-9f78-4fc8-b181-59c5573a885b,Ice Cream Scooper
o_altTitles/0e75ded8-02ca-4f8c-94fc-ad814b5eddad,Ice Cream Server
o_altTitles/ececcfde-59c5-4e7d-8ca9-4e39abbc2a26,Ice Cream Shop Associate
o_altTitles/bbc2f171-ecef-4feb-b9e3-e258124bc531,Line Person
o_altTitles/28a93122-cadb-4fa5-9a54-6dffdac33305,Order Clerk
o_altTitles/6b14491e-c54f-4ed7-8264-d0d2a4e4a2e7,Order Filler
o_altTitles/b816ad66-8829-4e9c-a3ae-139e83b5fcbb,Popcorn Attendant
o_altTitles/3355a8d9-d251-4bbf-bf12-8e38f80e107c,Sandwich Counter Attendant
o_altTitles/9b4994ed-ead3-4369-bc73-920b1bd97e7e,Snack Bar Attendant
o_altTitles/5cdad82b-e02b-4e37-b08b-dcacaddf5d6c,Soda Clerk
o_altTitles/e3cc913a-55b3-400c-a38e-814b44722fa6,Soda Dispenser
o_altTitles/dc1ea476-7eb3-4160-8ab4-a4fcfb2b7388,Soda Fountain Clerk
o_altTitles/88c44f73-70dd-474c-87f8-f1f3d753fc58,Soda Fountain Operator
o_altTitles/d8fc60ca-dc6f-4cf2-9e57-177ddebc01ee,Soda Jerker
o_altTitles/4a4c540a-e659-4d66-ad99-0d3537d0343b,Steam Table Attendant
o_altTitles/5ec48a75-9bab-478f-bd08-c4f71d017cdd,Steam Table Worker
o_altTitles/38739c62-40fe-48fa-ba99-ddcabd3bc35a,Take Out Waiter
o_altTitles/e99b3f7c-5496-4b23-98f5-47a575bc084f,Take Out Waitress
o_altTitles/e356121a-5909-447b-a40b-997f323eb343,Window Clerk
o_altTitles/691cd376-7472-4954-96cf-582d25ff349f,Barista
o_altTitles/ecdd798a-d3f5-49e1-835c-1f5b163d8692,Catering Barista
o_altTitles/69bdc487-6b0e-4a6f-9488-c27926522d74,Coffee Bar Attendant
o_altTitles/f0f935de-6191-4381-ac02-38acdf403b28,Coffee Sommelier
o_altTitles/ce0293cd-71b5-4165-bc6b-c9a2a9746572,Gourmet Coffee Attendant
o_altTitles/9b4e41f8-02fd-4e33-addc-1eda80f9132e,Banquet Server
o_altTitles/55c1c867-460a-4801-8fa2-dbd33332cf19,Banquet Waiter/Waitress
o_altTitles/9dc07f46-d059-4cd2-86c3-199c3a1d737a,Bar Waiter/Waitress
o_altTitles/d228b0d2-00ce-45f7-a829-713e08fcf4b9,Buffet Server
o_altTitles/4a75e308-971e-48d2-acb7-36d120e229e0,Buffet Waiter/Waitress
o_altTitles/00139999-c84f-4364-8fa8-f832df6ff28a,Carhop
o_altTitles/72caf628-ac01-45c7-9d6f-6766e7a5f8ee,Club Waiter/Waitress
o_altTitles/d1fd657f-1c22-4870-bcec-2fb8cbe8e1bb,Cocktail Server
o_altTitles/72b2a045-2706-4cc2-8f45-31190c19e907,Deck Steward
o_altTitles/253d78d1-2da9-43de-bbf6-043e37b8c8db,Dining Car Server
o_altTitles/aff85f91-83d6-47fc-8f58-2ed4913f4874,Dining Car Waiter/Waitress
o_altTitles/bfc38f15-3924-40e7-ae95-78416f1be201,Food Runner
o_altTitles/5dc32091-4ada-4f76-b1c3-1dbfa20889b2,Formal Waiter/Waitress
o_altTitles/b45a3843-45cb-4364-8728-e7a1fa0e7e18,Headwaiter
o_altTitles/4b48a74e-2889-485d-a2be-66f168cbbcad,Informal Waiter/Waitress
o_altTitles/135e1858-7f17-4444-a56d-8def8768705c,Restaurant Server
o_altTitles/349b5883-c9dc-48ee-bb85-ee9c1c47f643,Singing Waiter/Waitress
o_altTitles/37259e0e-ad20-4c23-a660-2d97c8af34fa,Skating Carhop
o_altTitles/30ae1281-db72-4ec0-8bff-28a972a1d947,Waiter
o_altTitles/0983af53-f339-4c1d-81a3-55d4ca892bc1,Waiter/Waitress
o_altTitles/1a1121ee-53b4-49c5-a7c5-2ae57a6763cd,Waitress
o_altTitles/61c01ae2-f512-4a23-85cd-8560342e7119,Waitstaff
o_altTitles/8be73fc6-a78f-4164-a5c7-1c18e61cd60a,Wine Steward
o_altTitles/998f7230-89ca-46c1-a111-bd7f0ee1b235,Wine Steward/Stewardess
o_altTitles/e6c0c6d8-aedf-4eb9-98ca-49a6bd6ed0c8,Boat Hop
o_altTitles/268bd900-4e7d-49cd-9422-1a1097162f97,Car Attendant
o_altTitles/52c0b76e-f3bb-4acc-822d-fd061ec6e412,Cotton Candy Maker
o_altTitles/7403ad56-8e17-45a5-ad4e-065af55e172b,Curb Attendant
o_altTitles/e297b3c9-4457-47b6-a47a-b6b249a29054,Curb Hop
o_altTitles/1597ac24-1fc2-49e0-8d75-2243995ef6e6,Curber
o_altTitles/81d3b21f-f899-4030-b632-25203d7b84aa,Diet Aid
o_altTitles/f84e3506-075f-4436-a90a-f789e7cf2744,Diet Attendant
o_altTitles/e560083b-8e12-4ccf-b108-1d06a3775bda,Dietary Service Aide
o_altTitles/c9530206-b249-4c13-878d-56758c1a4822,Dietary Worker
o_altTitles/c37f8232-0af1-4cfc-84d2-f2977e2122fe,Dining Room Coordinator
o_altTitles/69a0553a-3686-4421-949f-b45b3a499333,Dining Room Server
o_altTitles/8d9adbf9-db38-4222-9adc-c2bf6deff09a,Food Cart Attendant
o_altTitles/0b821c36-d785-4bb7-8cf8-90fce52d2f7d,Food Order Delivery Runner
o_altTitles/b2018283-a06f-4b57-8dbb-a2341fbeabe1,Food Porter
o_altTitles/93ce8058-061f-4a3c-b722-de8b77192b84,Food Service Attendant
o_altTitles/5f7fcca4-d585-4eef-a9fd-140ea5f766d2,Food Service Hotel Runner
o_altTitles/cc6562ec-21f8-49a2-83e5-313fd3b575ec,Food Service Tray Attendant
o_altTitles/6c10c372-de47-40e4-8e17-5094b6b59eb4,Hospital Food Service Worker
o_altTitles/12476430-6577-4c70-aa66-7f8d3ae40964,Hospital Tray Service Worker
o_altTitles/482e7984-cee6-4b59-8312-0e984d0fa839,Hot Tamale Man
o_altTitles/055c467e-a216-49fa-bee1-1a8c0c5c9b30,Hot Tamale Worker
o_altTitles/0bcd9f7c-3486-4df5-b54b-f1715c2da220,Outside Food Server
o_altTitles/aecf4b53-6205-409f-b808-e810c2207760,Room Attendant
o_altTitles/73daa4dc-ac6b-4992-8a3c-0243e405fd4b,Room Server
o_altTitles/ea7cd360-e1c3-4220-8957-595fdf158df2,Room Service Bellhop
o_altTitles/e3a6a3c4-2815-432d-83bf-16be1fa52952,Room Service Clerk
o_altTitles/f39b02e5-3cfc-44db-903e-413c4e74a980,Room Service Food Server
o_altTitles/9e810ecc-b9cf-4e55-be40-f6d396f4e673,Room Service Food Service Attendant
o_altTitles/ad92b47f-6260-4833-af78-54609cd71e8c,Room Service Server
o_altTitles/90e34213-0530-46a3-8f58-c81e5acdcbb5,Room Service Waiter/Waitress
o_altTitles/0915c62f-68eb-4c35-819f-87b94485ca0a,Teletray Operator
o_altTitles/8d370e67-1bdc-4a59-b4fd-3f303d854a27,Tray Server
o_altTitles/e2cf4245-251e-4d94-b1f6-5b1bf7fe8e7f,Tray Service Worker
o_altTitles/a7c16e86-edb3-4f17-8b17-08ae11ca9d71,Banquet Houseperson
o_altTitles/d71dc846-125f-40e6-8500-db50ec95f194,Banquet Set Up Person
o_altTitles/e7873c3b-720e-449a-b274-bc6ab48921c0,Bar Back
o_altTitles/882b46c3-7d30-4afe-a672-73f58f90ad00,Barback
o_altTitles/96c07903-4b3d-4216-8090-1ec3fce09bcb,Bartender Helper
o_altTitles/48490bfd-9048-4876-90ba-27fdd39a0b65,Beverage Server
o_altTitles/c7354e5c-e319-458c-bc57-787c37e994cc,Breakfast Attendant
o_altTitles/9ad2294e-844a-4f3f-ae92-445b84642682,Breakfast Bar Attendant
o_altTitles/c2511786-27d3-4005-9175-250118aa8fce,Buffet Attendant
o_altTitles/b8bdb3e2-f6ed-4738-a07a-4091bb4535d6,Bus Boy
o_altTitles/5ce56427-9429-40df-a280-efe9788e8b50,Bus Person
o_altTitles/94ed1663-d19f-481f-8c23-cce20efaeb42,Busboy
o_altTitles/a624dfdc-bc21-49f4-8913-a6ac4387e2d7,Cafe Helper
o_altTitles/e2230890-b2b9-4f77-a658-241aceb457c2,Cafeteria Assistant
o_altTitles/d1dee6a3-edc6-4564-845b-c6f1d3413da3,Cafeteria Attendant
o_altTitles/3ee14198-ef04-4e78-ae79-8da4e1edcff2,Cafeteria Helper
o_altTitles/d7d065c0-be7b-4926-8309-29e59e1f244a,Cafeteria Table Attendant
o_altTitles/367fb72a-1823-46e9-a7ae-e51449cd3524,Carry Out Clerk
o_altTitles/5f6b3697-ff7a-4680-951c-4305519f2afc,Club Attendant
o_altTitles/df5854c2-08cc-45d1-a657-af04b465f94f,Counter Supply Worker
o_altTitles/0dab8833-c105-41f7-b4f6-9f04d5cf675a,Dining Room Attendant
o_altTitles/4c6035b3-5d32-4a76-ad54-553221c7455a,Dining Room Busser
o_altTitles/22109ea7-dbff-47ff-a1d5-59263d9a6445,Dining Room Helper
o_altTitles/347bfb70-dac0-49de-900d-6a95bd6cd3bb,Dining Room Tables Set Up Attendant
o_altTitles/2c8c723c-eddd-457a-85cf-94f2bbcda271,Dumb Waiter Operator
o_altTitles/670628ba-e7d4-46f4-9306-dfad94dd4d75,Iceman
o_altTitles/bab5529f-e69b-46aa-97c4-9e6c44e46a77,Kitchen Aide
o_altTitles/a996c5ba-f814-4970-a04c-e8f17add5825,Kitchen Help Handyman
o_altTitles/3e3ea604-8a03-4930-8077-ae18867d89bd,Lunchroom Aide
o_altTitles/c77adc28-5c75-48f1-b55f-13ab6345f4e4,Lunchroom Attendant
o_altTitles/4f1ec736-e427-4405-b8d0-1dcd1ef0bc53,Lunchroom Worker
o_altTitles/50f1c1af-c467-4d80-9b58-97c4669da48d,Server Assistant
o_altTitles/bd6b2e95-f4eb-4585-b7ac-ae885da3ca89,Service Assistant
o_altTitles/bec7cd42-b446-4751-b84c-1b045481cd90,Silver Steward
o_altTitles/89ed10af-f84f-4e8a-b009-88539e4f0d06,Silver Wrapper
o_altTitles/91698442-91d6-4089-8d31-1ae09127c3cc,Tray Setter
o_altTitles/623aaa4c-411f-4c2b-8e7e-ff90782fe932,Water Attendant
o_altTitles/299223d0-ca6c-4841-9d9e-8a43a711e41b,Water Carrier
o_altTitles/96c9d2bf-2ca4-493b-80b8-3202a278569b,Breakdown Person
o_altTitles/fe467216-8da1-485e-8f8c-a0131d60914e,Bus Person Dishwasher
o_altTitles/482bd13d-af2e-4699-850f-19c630e1cd56,Dish Machine Operator (DMO)
o_altTitles/7b6bfb9f-be27-484a-9664-828bceb63a10,Dish Person
o_altTitles/ce27f73b-c37f-4557-ad49-5c661fc994d5,Dish Room Worker
o_altTitles/090813c6-e4d2-4078-9c0d-5036d2dc7063,Dish Stacker
o_altTitles/4b5662cc-1485-468e-a146-81f31659f67b,Dish Technician
o_altTitles/c0cd7e73-bd95-4ca0-ad74-1a5a59a92331,Dish Washer
o_altTitles/987a2b33-c183-40d4-b836-03c3957f0d53,Dishwasher
o_altTitles/08b04631-d1d2-4444-87f1-d2473a6ca524,Dishwashing Machine Operator
o_altTitles/b676485d-0140-4a42-98c2-2c668f815063,Glass Washer
o_altTitles/104c39a0-4049-4b44-aca8-28bfcf505771,Kitchen Cleaner
o_altTitles/8895d921-7dd4-4dc8-be1c-c002dd7c0226,Pan Cleaner
o_altTitles/2625e11e-8b62-4861-b308-91465de715be,Pan Washer
o_altTitles/eda9a824-ea78-46ac-9a83-940e4b0d82a0,Pot Washer
o_altTitles/6f5a335a-5b6f-4afc-aede-7e602ff66bdb,Scullion
o_altTitles/c71b84da-af85-4afb-ba0d-b3186ee3af96,Silver Cleaner
o_altTitles/5ca10b6b-a2bc-4963-a299-16aa65e1fad0,Silverware Cleaner
o_altTitles/3d8543fd-e355-457c-ad4a-b1859c5e7f0a,Steward
o_altTitles/e537dc6f-5e2e-4465-8255-1b975ec2fb65,Stewarding Supervisor
o_altTitles/09d857b1-4771-42c6-ba7a-928dc7e696f3,Tray Line Worker
o_altTitles/ad593471-e72a-4526-9414-16b4f8c6dad4,Tray Room Worker
o_altTitles/c67da7e1-73af-42f9-be95-b719a17d51f0,Utility Aide
o_altTitles/aae385b8-1812-4f3e-ae25-94a2d5163a9c,Bar Host
o_altTitles/87f34b48-f85b-4dc8-9b6c-f0d5ea4b8c58,Bar Host/Hostess
o_altTitles/a0f2773b-8873-42b5-854e-604cf26bd29c,Bar Hostess
o_altTitles/3a99342e-9261-419f-9b52-8ab87bb17ae6,Buffet Hostess
o_altTitles/f514d00c-b25d-462a-b88f-8120a5a489b4,Dining Room Host
o_altTitles/955600e3-8fe7-458f-b8bf-befe42659142,Dining Room Host/Hostess
o_altTitles/c51e882d-2595-4b62-9812-c2ec86dcd42b,Dining Room Hostess
o_altTitles/4e9d8c1a-d6a2-46ee-8cb7-4177848be896,General Teller
o_altTitles/d86f0fd2-8b26-47b5-b8fe-e688c373e8fe,Greeter
o_altTitles/54ee6c08-3aa1-4c3b-9767-f405c39fef91,Hospitality Coordinator
o_altTitles/c2ffda2a-fdbd-4d15-aa7a-36c6624b2e55,Host Coordinator
o_altTitles/91e324f3-66ee-4422-b51d-9828bc620c73,Parlor Chaperone
o_altTitles/990d1641-bbce-4fa5-8ba7-878569af9430,Party Host/Hostess
o_altTitles/4a849911-db9e-48ff-9ace-d675035fd888,Seater
o_altTitles/faf561cf-a213-4b59-8cc9-2d1f9321465d,Tearoom Host
o_altTitles/08afdb42-dfa3-43a9-b243-109cbb39205b,Tearoom Host/Hostess
o_altTitles/938cb1f3-ae29-45b9-84a2-c8457eba3fe0,Tearoom Hostess
o_altTitles/2c66a617-1874-492e-b039-091060d60f26,Automat Car Attendant
o_altTitles/e52df464-8dc1-48bf-9869-87b70c7c0888,Dietitian Helper
o_altTitles/737b4cef-f1a8-45ce-89d0-8663d55a4b08,Food Aide
o_altTitles/6d61d4ae-b9e2-46a6-a482-dfffb2b2ce38,Food and Beverage Checker
o_altTitles/50c81e91-f5b0-4b62-8fe7-480373958326,Food Mobile Driver
o_altTitles/afeb15f0-8e1a-49db-837a-b44d0112a336,Galley Boy
o_altTitles/990fb0e5-1b6c-477f-878b-976d6cfc6b13,Galley Worker
o_altTitles/e4b4308f-3d3b-4899-8d49-918780c1c8b3,Line Runner
o_altTitles/166597c9-6032-4315-83ec-f068fe8e4e61,Mini Bar Attendant
o_altTitles/8c39498d-eecb-42b9-8803-fc28908becc6,Vending Machine Host/Hostess
o_altTitles/610b7975-a06d-4618-aa4e-856bd45f832b,Building Cleaning Supervisor
o_altTitles/a1ae7738-ce4e-4f8e-b134-9b66d7fba43c,Building Maintenance Supervisor
o_altTitles/83e77da0-ed19-42e2-a933-f56e5509cd0c,Building Services Supervisor
o_altTitles/1417bd04-93c5-4064-92da-45e7d2c99b9c,"Building Superintendent, Cleaning, Painting, Maintenance"
o_altTitles/028a224f-8ef7-426e-9710-827fc95e8e38,"Building Superintendent, Custodian, Janitor, Maintenance"
o_altTitles/683683a7-b71e-4f24-a45c-454791fd7be5,Buildings and Grounds Coordinator
o_altTitles/cefb1bff-fe81-45c3-8c61-65ff8b362ed6,Buildings and Grounds Director
o_altTitles/ec578606-f9e5-493d-ac64-564fd6dfe79b,Buildings and Grounds Superintendent
o_altTitles/18d67f2d-bdb7-4235-9109-8578babfd9f1,Buildings and Grounds Supervisor
o_altTitles/8ca99023-e9fe-4a85-a774-88fdd5f5442d,Butler
o_altTitles/f327a201-9599-4ce1-8ad4-57758ce62fc0,Cleaning Staff Supervisor
o_altTitles/12cea3d1-1f21-43fa-a4a0-2b8fbc56c184,Cleaning Supervisor
o_altTitles/094faef2-195e-46ec-a1f7-75002df816e8,Custodial Foreman
o_altTitles/631a9ffd-03ed-4d4b-8032-e086de29dd1f,Custodial Manager
o_altTitles/bf364285-b117-4764-841a-27b027b147b4,Custodial Operations Manager
o_altTitles/1f1a9ecc-b5bf-4008-969a-3072b6ffdde5,Custodial Supervisor
o_altTitles/b3cab67d-093d-4784-9921-4d5a1b22c2fe,Custodian
o_altTitles/c01a6389-bd42-40ca-94fb-2d3c9d891c08,Custodian Supervisor
o_altTitles/05ba8e68-8b70-4108-bf34-a714ca5f30ee,Environmental Services Attendant
o_altTitles/fe3fe41a-8007-421c-aac4-c3d37cf77934,Environmental Services Coordinator
o_altTitles/93dc5973-c464-466f-9abc-cb6ec4a751f9,Environmental Services Custodial Manager
o_altTitles/68668a4f-99c5-4831-b42e-020228542a99,Environmental Services Supervisor (EVS)
o_altTitles/43c654f5-fc8f-4dfd-84b1-867485a4a93f,Environmental Services Technician
o_altTitles/9381a265-3782-4bf5-aaab-373122de6829,Executive Housekeeper
o_altTitles/116e98cb-14ba-414f-a33b-91d60dd7084d,Facilities and Grounds Director
o_altTitles/6a371088-9fa5-4b3e-9680-a90bdbb3592c,Facilities Maintenance Manager
o_altTitles/b467c0d7-2449-4a33-821d-0a8f8f483c12,Facility Supervisor
o_altTitles/56a9209d-ed81-45ba-bae9-f4e452b3c699,Head Cleaning Porter
o_altTitles/f0462851-1d6c-426f-9795-6487fb990691,Head Custodian
o_altTitles/fd611fb0-108d-4d4b-8b2c-5ea521a4d8b8,Head Housekeeper
o_altTitles/49be0eef-b880-496d-8eff-f07b479be69b,Head of Maintenance
o_altTitles/29c2c313-d0cc-4e33-916f-4fc49ad7efae,Head School Custodian
o_altTitles/90e12b9e-23f9-4116-8dee-681780edb7e9,Home Housekeeper
o_altTitles/69504582-366b-4b24-8b45-f1d430a82c8e,Home Restoration Service Supervisor
o_altTitles/5071efe2-b75e-49f0-8646-994ee0db1dfb,Hotel or Motel Cleaning Supervisor
o_altTitles/53c333d2-f407-48c6-ae12-6ca6350a5aae,Hotel or Motel Room Service Supervisor
o_altTitles/2a7a97f4-5aac-44ee-a6d0-93c8230451b4,House Cleaner Supervisor
o_altTitles/004374ac-d14a-4c2e-9134-6efaf7592d43,House Superintendent
o_altTitles/f3106b72-9cf5-4fb3-be72-50b6a683bec0,Household Manager
o_altTitles/e748857d-f756-4549-90b8-eaa3fe83434b,Housekeeper
o_altTitles/c99a0430-a0f0-47ab-9790-06dfe61e5042,Housekeeper Supervisor
o_altTitles/a7e603e2-98cb-42f7-a89b-7691a3780922,Housekeeping Coordinator
o_altTitles/bd012455-7a12-4812-9125-9a7af9e4307e,Housekeeping Director
o_altTitles/63f8ed6e-0a0b-4d3b-a643-5d38af4d062e,Housekeeping Manager
o_altTitles/7c3d9486-6dda-4cc0-887e-1804fd781a1b,Housekeeping Supervisor
o_altTitles/4979f678-4b0c-4efc-bf66-dfff65228525,Housekeeping/Laundry Supervisor
o_altTitles/0a4a3768-9d0d-4364-ba5b-0f343b525f75,Janitor Supervisor
o_altTitles/9d884f62-be06-4e80-8937-644d3f39fcd6,Janitorial Services Supervisor
o_altTitles/17d400d3-99ab-4963-8bfc-6e3f89581628,Janitorial Supervisor
o_altTitles/5a009fb6-6048-47d6-aa35-618b5d10e4ed,Laundry Supervisor
o_altTitles/9d071f52-b5f5-4bf8-a729-d75a2c9621cb,Lead Custodian
o_altTitles/a618fa78-e489-4c53-943b-9f18bb3f852f,Linen Room Supervisor
o_altTitles/e45231e7-0c8b-4c3a-a6b4-29a0df16f7ea,Linen Supervisor
o_altTitles/1f3fc092-23cd-4ea7-aa67-6a6b49b6795d,Maid Supervisor
o_altTitles/07eebdc8-5d4d-40d5-9d50-70e1112ac582,Maintenance and Custodian Supervisor
o_altTitles/bc1de836-2b79-4c7c-87e4-56420ae2a225,Maintenance Director
o_altTitles/f5818c3b-d3f3-4259-8d1f-49822c929e3b,Room Inspector
o_altTitles/24c5b464-2c67-4815-8943-5f261d69029b,Sanitation Supervisor
o_altTitles/5ce3f23d-0046-4b38-8209-ec753eb0508d,"Superintendent, Custodian, Janitor"
